,比赛日期,主队,比分,客队
2905,2011-02-03 03:45,伯明翰,2-2,曼城
2906,2011-02-02 04:00,西布罗姆,2-2,维冈
2907,2011-02-02 04:00,曼联,3-1,维拉
2908,2011-02-02 03:45,桑德兰,2-4,切尔西
2909,2011-02-02 03:45,阿森纳,2-1,埃弗顿
2910,2011-02-06 23:59,切尔西,0-1,利物浦
2911,2011-02-06 21:30,西汉姆,0-1,伯明翰
2912,2011-02-06 01:30,狼队,2-1,曼联
2913,2011-02-05 23:00,维冈,4-3,布莱克本
2914,2011-02-05 23:00,热刺,2-1,博尔顿
2915,2011-02-05 23:00,纽卡斯,4-4,阿森纳
2916,2011-02-05 23:00,曼城,3-0,西布罗姆
2917,2011-02-05 23:00,埃弗顿,5-3,布莱浦
2918,2011-02-05 23:00,维拉,2-2,富勒姆
2919,2011-02-05 20:45,斯托克,3-2,桑德兰
2920,2011-02-15 04:00,富勒姆,0-0,切尔西
2921,2011-02-13 23:59,博尔顿,2-0,埃弗顿
2922,2011-02-13 01:30,桑德兰,1-2,热刺
2923,2011-02-12 23:00,西布罗姆,3-3,西汉姆
2924,2011-02-12 23:00,利物浦,1-1,维冈
2925,2011-02-12 23:00,布莱浦,1-1,维拉
2926,2011-02-12 23:00,布莱克本,0-0,纽卡斯
2927,2011-02-12 23:00,伯明翰,1-0,斯托克
2928,2011-02-12 23:00,阿森纳,2-0,狼队
2929,2011-02-12 20:45,曼联,2-1,曼城
2930,2011-04-21 02:45,热刺,3-3,阿森纳
2931,2011-04-21 02:45,切尔西,3-1,伯明翰
2932,2011-03-01 04:00,斯托克,1-1,西布罗姆
2933,2011-02-27 23:00,曼城,1-1,富勒姆
2934,2011-02-27 21:30,西汉姆,3-1,利物浦
2935,2011-02-26 23:00,狼队,4-0,布莱浦
2936,2011-02-26 23:00,维冈,0-4,曼联
2937,2011-02-26 23:00,纽卡斯,1-1,博尔顿
2938,2011-02-26 23:00,埃弗顿,2-0,桑德兰
2939,2011-02-26 23:00,维拉,4-1,布莱克本
2940,2011-03-08 04:00,布莱浦,1-3,切尔西
2941,2011-03-06 23:59,狼队,3-3,热刺
2942,2011-03-06 21:30,利物浦,3-1,曼联
2943,2011-03-06 01:30,曼城,1-0,维冈
2944,2011-03-05 23:00,西汉姆,3-0,斯托克
2945,2011-03-05 23:00,纽卡斯,1-2,埃弗顿
2946,2011-03-05 23:00,富勒姆,3-2,布莱克本
2947,2011-03-05 23:00,博尔顿,3-2,维拉
2948,2011-03-05 23:00,阿森纳,0-0,桑德兰
2949,2011-03-05 20:45,伯明翰,1-3,西布罗姆
2950,2011-03-20 23:59,切尔西,2-0,曼城
2951,2011-03-20 21:30,桑德兰,0-2,利物浦
2952,2011-03-20 01:30,埃弗顿,2-1,富勒姆
2953,2011-03-19 23:00,维冈,2-1,伯明翰
2954,2011-03-19 23:00,西布罗姆,2-2,阿森纳
2955,2011-03-19 23:00,斯托克,4-0,纽卡斯
2956,2011-03-19 23:00,曼联,1-0,博尔顿
2957,2011-03-19 23:00,布莱克本,2-2,布莱浦
2958,2011-03-19 23:00,维拉,0-1,狼队
2959,2011-03-19 20:45,热刺,0-0,西汉姆
2960,2011-04-03 23:00,曼城,5-0,桑德兰
2961,2011-04-03 20:30,富勒姆,3-0,布莱浦
2962,2011-04-03 00:30,阿森纳,0-0,布莱克本
2963,2011-04-02 22:00,维冈,0-0,热刺
2964,2011-04-02 22:00,西布罗姆,2-1,利物浦
2965,2011-04-02 22:00,斯托克,1-1,切尔西
2966,2011-04-02 22:00,纽卡斯,4-1,狼队
2967,2011-04-02 22:00,埃弗顿,2-2,维拉
2968,2011-04-02 22:00,伯明翰,2-1,博尔顿
2969,2011-04-02 19:45,西汉姆,2-4,曼联
2970,2011-04-12 03:00,利物浦,3-0,曼城
2971,2011-04-10 23:00,维拉,1-0,纽卡斯
2972,2011-04-10 20:30,布莱浦,1-3,阿森纳
2973,2011-04-09 22:00,热刺,3-2,斯托克
2974,2011-04-09 22:00,桑德兰,2-3,西布罗姆
2975,2011-04-09 22:00,曼联,2-0,富勒姆
2976,2011-04-09 22:00,切尔西,1-0,维冈
2977,2011-04-09 22:00,博尔顿,3-0,西汉姆
2978,2011-04-09 22:00,布莱克本,1-1,伯明翰
2979,2011-04-09 19:45,狼队,0-3,埃弗顿
2980,2011-05-11 02:45,曼城,1-0,热刺
2981,2011-04-28 03:00,富勒姆,3-0,博尔顿
2982,2011-04-27 02:45,斯托克,3-0,狼队
2983,2011-04-20 02:45,纽卡斯,0-0,曼联
2984,2011-04-17 23:00,阿森纳,1-1,利物浦
2985,2011-04-16 22:00,布莱浦,1-3,维冈
2986,2011-04-16 22:00,西汉姆,1-2,维拉
2987,2011-04-16 22:00,西布罗姆,1-3,切尔西
2988,2011-04-16 22:00,埃弗顿,2-0,布莱克本
2989,2011-04-16 22:00,伯明翰,2-0,桑德兰
2990,2011-04-26 03:00,布莱克本,0-1,曼城
2991,2011-04-24 23:00,博尔顿,2-1,阿森纳
2992,2011-04-24 00:30,切尔西,3-0,西汉姆
2993,2011-04-23 22:00,狼队,1-1,富勒姆
2994,2011-04-23 22:00,热刺,2-2,西布罗姆
2995,2011-04-23 22:00,桑德兰,4-2,维冈
2996,2011-04-23 22:00,利物浦,5-0,伯明翰
2997,2011-04-23 22:00,布莱浦,1-1,纽卡斯
2998,2011-04-23 22:00,维拉,1-1,斯托克
2999,2011-04-23 19:45,曼联,1-0,埃弗顿
3000,2011-05-01 23:10,曼城,2-1,西汉姆
3001,2011-05-01 21:05,阿森纳,1-0,曼联
3002,2011-05-01 19:00,利物浦,3-0,纽卡斯
3003,2011-05-01 19:00,伯明翰,1-1,狼队
3004,2011-05-01 00:30,切尔西,2-1,热刺
3005,2011-04-30 22:00,维冈,1-1,埃弗顿
3006,2011-04-30 22:00,西布罗姆,2-1,维拉
3007,2011-04-30 22:00,桑德兰,0-3,富勒姆
3008,2011-04-30 22:00,布莱浦,0-0,斯托克
3009,2011-04-30 22:00,布莱克本,1-0,博尔顿
3010,2011-05-10 03:00,富勒姆,2-5,利物浦
3011,2011-05-08 23:10,曼联,2-1,切尔西
3012,2011-05-08 21:05,斯托克,3-1,阿森纳
3013,2011-05-08 19:00,狼队,3-1,西布罗姆
3014,2011-05-08 00:30,热刺,1-1,布莱浦
3015,2011-05-07 22:00,西汉姆,1-1,布莱克本
3016,2011-05-07 22:00,纽卡斯,2-1,伯明翰
3017,2011-05-07 22:00,埃弗顿,2-1,曼城
3018,2011-05-07 22:00,博尔顿,1-2,桑德兰
3019,2011-05-07 22:00,维拉,1-1,维冈
3020,2011-05-18 02:45,曼城,3-0,斯托克
3021,2011-05-15 23:00,维冈,3-2,西汉姆
3022,2011-05-15 23:00,利物浦,0-2,热刺
3023,2011-05-15 23:00,伯明翰,0-2,富勒姆
3024,2011-05-15 23:00,阿森纳,1-2,维拉
3025,2011-05-15 20:30,切尔西,2-2,纽卡斯
3026,2011-05-14 19:45,西布罗姆,1-0,埃弗顿
3027,2011-05-14 19:45,桑德兰,1-3,狼队
3028,2011-05-14 19:45,布莱浦,4-3,博尔顿
3029,2011-05-14 19:45,布莱克本,1-1,曼联
3030,2011-05-22 23:00,维拉,1-0,利物浦
3031,2011-05-22 23:00,西汉姆,0-3,桑德兰
3032,2011-05-22 23:00,热刺,2-1,伯明翰
3033,2011-05-22 23:00,斯托克,0-1,维冈
3034,2011-05-22 23:00,纽卡斯,3-3,西布罗姆
3035,2011-05-22 23:00,曼联,4-2,布莱浦
3036,2011-05-22 23:00,富勒姆,2-2,阿森纳
3037,2011-05-22 23:00,埃弗顿,1-0,切尔西
3038,2011-05-22 23:00,博尔顿,0-2,曼城
3039,2011-05-22 23:00,狼队,2-3,布莱克本
3040,2012-01-12 03:45,热刺,2-0,埃弗顿
3041,2011-08-16 03:00,曼城,4-0,斯旺西
3042,2011-08-14 23:00,西布罗姆,1-2,曼联
3043,2011-08-14 20:30,斯托克,0-0,切尔西
3044,2011-08-14 00:30,纽卡斯,0-0,阿森纳
3045,2011-08-13 22:00,维冈,1-1,诺维奇
3046,2011-08-13 22:00,巡游者,0-4,博尔顿
3047,2011-08-13 22:00,利物浦,1-1,桑德兰
3048,2011-08-13 22:00,富勒姆,0-0,维拉
3049,2011-08-13 22:00,布莱克本,1-2,狼队
3050,2011-08-23 03:00,曼联,3-0,热刺
3051,2011-08-21 23:00,博尔顿,2-3,曼城
3052,2011-08-21 21:00,狼队,2-0,富勒姆
3053,2011-08-21 20:30,诺维奇,1-1,斯托克
3054,2011-08-21 00:30,切尔西,2-1,西布罗姆
3055,2011-08-20 22:00,斯旺西,0-0,维冈
3056,2011-08-20 22:00,埃弗顿,0-1,巡游者
3057,2011-08-20 22:00,维拉,3-1,布莱克本
3058,2011-08-20 19:45,阿森纳,0-2,利物浦
3059,2011-08-20 19:00,桑德兰,0-1,纽卡斯
3060,2011-08-28 23:00,曼联,8-2,阿森纳
3061,2011-08-28 22:00,西布罗姆,0-1,斯托克
3062,2011-08-28 20:30,热刺,1-5,曼城
3063,2011-08-28 20:00,纽卡斯,2-1,富勒姆
3064,2011-08-28 00:30,利物浦,3-1,博尔顿
3065,2011-08-27 22:00,斯旺西,0-0,桑德兰
3066,2011-08-27 22:00,切尔西,3-1,诺维奇
3067,2011-08-27 22:00,布莱克本,0-1,埃弗顿
3068,2011-08-27 19:30,维冈,2-0,巡游者
3069,2011-08-27 19:05,维拉,0-0,狼队
3070,2011-09-13 03:00,巡游者,0-0,纽卡斯
3071,2011-09-11 23:00,富勒姆,1-1,布莱克本
3072,2011-09-11 20:30,诺维奇,0-1,西布罗姆
3073,2011-09-11 00:30,博尔顿,0-5,曼联
3074,2011-09-10 22:00,狼队,0-2,热刺
3075,2011-09-10 22:00,桑德兰,1-2,切尔西
3076,2011-09-10 22:00,斯托克,1-0,利物浦
3077,2011-09-10 22:00,曼城,3-0,维冈
3078,2011-09-10 22:00,埃弗顿,2-2,维拉
3079,2011-09-10 22:00,阿森纳,1-0,斯旺西
3080,2011-09-18 23:00,曼联,3-1,切尔西
3081,2011-09-18 22:00,桑德兰,4-0,斯托克
3082,2011-09-18 22:00,富勒姆,2-2,曼城
3083,2011-09-18 20:30,热刺,4-0,利物浦
3084,2011-09-17 22:00,狼队,0-3,巡游者
3085,2011-09-17 22:00,斯旺西,3-0,西布罗姆
3086,2011-09-17 22:00,埃弗顿,3-1,维冈
3087,2011-09-17 22:00,博尔顿,1-2,诺维奇
3088,2011-09-17 22:00,维拉,1-1,纽卡斯
3089,2011-09-17 19:45,布莱克本,4-3,阿森纳
3090,2011-09-27 03:00,诺维奇,2-1,桑德兰
3091,2011-09-25 23:00,巡游者,1-1,维拉
3092,2011-09-25 00:30,斯托克,1-1,曼联
3093,2011-09-24 22:00,维冈,1-2,热刺
3094,2011-09-24 22:00,西布罗姆,0-0,富勒姆
3095,2011-09-24 22:00,纽卡斯,3-1,布莱克本
3096,2011-09-24 22:00,利物浦,2-1,狼队
3097,2011-09-24 22:00,切尔西,4-1,斯旺西
3098,2011-09-24 22:00,阿森纳,3-0,博尔顿
3099,2011-09-24 19:45,曼城,2-0,埃弗顿
3100,2011-10-02 23:00,热刺,2-1,阿森纳
3101,2011-10-02 22:00,斯旺西,2-0,斯托克
3102,2011-10-02 22:00,富勒姆,6-0,巡游者
3103,2011-10-02 20:30,博尔顿,1-5,切尔西
3104,2011-10-01 22:00,狼队,1-2,纽卡斯
3105,2011-10-01 22:00,桑德兰,2-2,西布罗姆
3106,2011-10-01 22:00,曼联,2-0,诺维奇
3107,2011-10-01 22:00,布莱克本,0-4,曼城
3108,2011-10-01 22:00,维拉,2-0,维冈
3109,2011-10-01 19:45,埃弗顿,0-2,利物浦
3110,2011-10-16 23:00,纽卡斯,2-2,热刺
3111,2011-10-16 20:30,阿森纳,2-1,桑德兰
3112,2011-10-16 19:00,西布罗姆,2-0,狼队
3113,2011-10-16 00:30,切尔西,3-1,埃弗顿
3114,2011-10-15 22:00,维冈,1-3,博尔顿
3115,2011-10-15 22:00,斯托克,2-0,富勒姆
3116,2011-10-15 22:00,巡游者,1-1,布莱克本
3117,2011-10-15 22:00,诺维奇,3-1,斯旺西
3118,2011-10-15 22:00,曼城,4-1,维拉
3119,2011-10-15 19:45,利物浦,1-1,曼联
3120,2011-10-23 23:00,巡游者,1-0,切尔西
3121,2011-10-23 22:00,布莱克本,1-2,热刺
3122,2011-10-23 20:30,曼联,1-6,曼城
3123,2011-10-23 20:30,富勒姆,1-3,埃弗顿
3124,2011-10-23 20:30,阿森纳,3-1,斯托克
3125,2011-10-23 00:30,利物浦,1-1,诺维奇
3126,2011-10-22 22:00,纽卡斯,1-0,维冈
3127,2011-10-22 22:00,博尔顿,0-2,桑德兰
3128,2011-10-22 22:00,维拉,1-2,西布罗姆
3129,2011-10-22 19:45,狼队,2-2,斯旺西
3130,2011-11-01 04:00,斯托克,1-3,纽卡斯
3131,2011-10-30 23:59,热刺,3-1,巡游者
3132,2011-10-30 00:30,西布罗姆,0-2,利物浦
3133,2011-10-29 22:00,维冈,0-2,富勒姆
3134,2011-10-29 22:00,斯旺西,3-1,博尔顿
3135,2011-10-29 22:00,桑德兰,2-2,维拉
3136,2011-10-29 22:00,诺维奇,3-3,布莱克本
3137,2011-10-29 22:00,曼城,3-1,狼队
3138,2011-10-29 19:45,切尔西,3-5,阿森纳
3139,2011-10-29 19:00,埃弗顿,0-1,曼联
3140,2011-11-06 23:59,富勒姆,1-3,热刺
3141,2011-11-06 23:00,博尔顿,5-0,斯托克
3142,2011-11-06 21:30,狼队,3-1,维冈
3143,2011-11-06 01:30,巡游者,2-3,曼城
3144,2011-11-05 23:00,曼联,1-0,桑德兰
3145,2011-11-05 23:00,利物浦,0-0,斯旺西
3146,2011-11-05 23:00,布莱克本,0-1,切尔西
3147,2011-11-05 23:00,维拉,3-2,诺维奇
3148,2011-11-05 23:00,阿森纳,3-0,西布罗姆
3149,2011-11-05 20:45,纽卡斯,2-1,埃弗顿
3150,2011-11-22 04:00,热刺,2-0,维拉
3151,2011-11-20 23:59,切尔西,1-2,利物浦
3152,2011-11-20 01:30,斯旺西,0-1,曼联
3153,2011-11-19 23:00,维冈,3-3,布莱克本
3154,2011-11-19 23:00,西布罗姆,2-1,博尔顿
3155,2011-11-19 23:00,桑德兰,0-0,富勒姆
3156,2011-11-19 23:00,斯托克,2-3,巡游者
3157,2011-11-19 23:00,曼城,3-1,纽卡斯
3158,2011-11-19 23:00,埃弗顿,2-1,狼队
3159,2011-11-19 20:45,诺维奇,1-2,阿森纳
3160,2011-11-27 23:59,利物浦,1-1,曼城
3161,2011-11-27 21:30,斯旺西,0-0,维拉
3162,2011-11-27 01:30,阿森纳,1-1,富勒姆
3163,2011-11-26 23:00,西布罗姆,1-3,热刺
3164,2011-11-26 23:00,桑德兰,1-2,维冈
3165,2011-11-26 23:00,诺维奇,2-1,巡游者
3166,2011-11-26 23:00,曼联,1-1,纽卡斯
3167,2011-11-26 23:00,切尔西,3-0,狼队
3168,2011-11-26 23:00,博尔顿,0-2,埃弗顿
3169,2011-11-26 20:45,斯托克,3-1,布莱克本
3170,2011-12-06 04:00,富勒姆,1-0,利物浦
3171,2011-12-04 23:59,狼队,2-1,桑德兰
3172,2011-12-04 23:00,埃弗顿,0-1,斯托克
3173,2011-12-04 01:30,维拉,0-1,曼联
3174,2011-12-03 23:00,维冈,0-4,阿森纳
3175,2011-12-03 23:00,热刺,3-0,博尔顿
3176,2011-12-03 23:00,巡游者,1-1,西布罗姆
3177,2011-12-03 23:00,曼城,5-1,诺维奇
3178,2011-12-03 23:00,布莱克本,4-2,斯旺西
3179,2011-12-03 20:45,纽卡斯,0-3,切尔西
3180,2011-12-13 04:00,切尔西,2-1,曼城
3181,2011-12-11 23:59,斯托克,2-1,热刺
3182,2011-12-11 21:30,桑德兰,2-1,布莱克本
3183,2011-12-10 23:00,西布罗姆,1-2,维冈
3184,2011-12-10 23:00,斯旺西,2-0,富勒姆
3185,2011-12-10 23:00,诺维奇,4-2,纽卡斯
3186,2011-12-10 23:00,曼联,4-1,狼队
3187,2011-12-10 23:00,利物浦,1-0,巡游者
3188,2011-12-10 23:00,博尔顿,1-2,维拉
3189,2011-12-10 23:00,阿森纳,1-0,埃弗顿
3190,2011-12-19 00:10,曼城,1-0,阿森纳
3191,2011-12-18 23:00,热刺,1-0,桑德兰
3192,2011-12-18 22:05,维拉,0-2,利物浦
3193,2011-12-18 20:00,巡游者,0-2,曼联
3194,2011-12-18 01:30,维冈,1-1,切尔西
3195,2011-12-17 23:00,狼队,1-2,斯托克
3196,2011-12-17 23:00,纽卡斯,0-0,斯旺西
3197,2011-12-17 23:00,富勒姆,2-0,博尔顿
3198,2011-12-17 23:00,埃弗顿,1-1,诺维奇
3199,2011-12-17 23:00,布莱克本,1-2,西布罗姆
3200,2011-12-23 04:00,热刺,1-1,切尔西
3201,2011-12-22 04:00,富勒姆,0-5,曼联
3202,2011-12-22 04:00,埃弗顿,1-0,斯旺西
3203,2011-12-22 04:00,巡游者,2-3,桑德兰
3204,2011-12-22 04:00,维冈,0-0,利物浦
3205,2011-12-22 03:45,纽卡斯,2-3,西布罗姆
3206,2011-12-22 03:45,曼城,3-0,斯托克
3207,2011-12-22 03:45,维拉,1-2,阿森纳
3208,2011-12-21 04:00,布莱克本,1-2,博尔顿
3209,2011-12-21 03:45,狼队,2-2,诺维奇
3210,2011-12-28 03:30,诺维奇,0-2,热刺
3211,2011-12-28 01:00,斯旺西,1-1,巡游者
3212,2011-12-27 23:00,阿森纳,1-1,狼队
3213,2011-12-27 03:45,斯托克,0-0,维拉
3214,2011-12-26 23:00,西布罗姆,0-0,曼城
3215,2011-12-26 23:00,桑德兰,1-1,埃弗顿
3216,2011-12-26 23:00,曼联,5-0,维冈
3217,2011-12-26 23:00,利物浦,1-1,布莱克本
3218,2011-12-26 23:00,博尔顿,0-2,纽卡斯
3219,2011-12-26 21:00,切尔西,1-1,富勒姆
3220,2012-01-01 23:00,桑德兰,1-0,曼城
3221,2012-01-01 20:30,西布罗姆,0-1,埃弗顿
3222,2011-12-31 23:00,斯旺西,1-1,热刺
3223,2011-12-31 23:00,斯托克,2-2,维冈
3224,2011-12-31 23:00,诺维奇,1-1,富勒姆
3225,2011-12-31 23:00,切尔西,1-3,维拉
3226,2011-12-31 23:00,博尔顿,1-1,狼队
3227,2011-12-31 23:00,阿森纳,1-0,巡游者
3228,2011-12-31 20:45,曼联,2-3,布莱克本
3229,2011-12-31 03:45,利物浦,3-1,纽卡斯
3230,2012-01-05 04:00,纽卡斯,3-0,曼联
3231,2012-01-05 04:00,埃弗顿,1-2,博尔顿
3232,2012-01-04 04:00,曼城,3-0,利物浦
3233,2012-01-04 03:45,维冈,1-4,桑德兰
3234,2012-01-04 03:45,热刺,1-0,西布罗姆
3235,2012-01-03 01:30,富勒姆,2-1,阿森纳
3236,2012-01-02 23:00,狼队,1-2,切尔西
3237,2012-01-02 23:00,巡游者,1-2,诺维奇
3238,2012-01-02 23:00,布莱克本,1-2,斯托克
3239,2012-01-02 23:00,维拉,0-2,斯旺西
3240,2012-01-17 04:00,维冈,0-1,曼城
3241,2012-01-15 23:59,斯旺西,3-2,阿森纳
3242,2012-01-15 21:30,纽卡斯,1-0,巡游者
3243,2012-01-14 23:00,西布罗姆,1-2,诺维奇
3244,2012-01-14 23:00,热刺,1-1,狼队
3245,2012-01-14 23:00,曼联,3-0,博尔顿
3246,2012-01-14 23:00,利物浦,0-0,斯托克
3247,2012-01-14 23:00,切尔西,1-0,桑德兰
3248,2012-01-14 23:00,布莱克本,3-1,富勒姆
3249,2012-01-14 23:00,维拉,1-1,埃弗顿
3250,2012-01-22 23:59,阿森纳,1-2,曼联
3251,2012-01-22 21:30,曼城,3-2,热刺
3252,2012-01-22 01:30,博尔顿,3-1,利物浦
3253,2012-01-21 23:00,狼队,2-3,维拉
3254,2012-01-21 23:00,桑德兰,2-0,斯旺西
3255,2012-01-21 23:00,斯托克,1-2,西布罗姆
3256,2012-01-21 23:00,巡游者,3-1,维冈
3257,2012-01-21 23:00,富勒姆,5-2,纽卡斯
3258,2012-01-21 23:00,埃弗顿,1-1,布莱克本
3259,2012-01-21 20:45,诺维奇,0-0,切尔西
3260,2012-02-02 04:00,富勒姆,1-1,西布罗姆
3261,2012-02-02 04:00,布莱克本,0-2,纽卡斯
3262,2012-02-02 04:00,博尔顿,0-0,阿森纳
3263,2012-02-02 04:00,桑德兰,3-0,诺维奇
3264,2012-02-02 03:45,维拉,2-2,巡游者
3265,2012-02-01 04:00,埃弗顿,1-0,曼城
3266,2012-02-01 04:00,曼联,2-0,斯托克
3267,2012-02-01 03:45,狼队,0-3,利物浦
3268,2012-02-01 03:45,热刺,3-1,维冈
3269,2012-02-01 03:45,斯旺西,1-1,切尔西
3270,2012-02-07 04:00,利物浦,0-0,热刺
3271,2012-02-05 23:59,切尔西,3-3,曼联
3272,2012-02-05 21:30,纽卡斯,2-1,维拉
3273,2012-02-05 01:30,曼城,3-0,富勒姆
3274,2012-02-04 23:00,维冈,1-1,埃弗顿
3275,2012-02-04 23:00,西布罗姆,1-2,斯旺西
3276,2012-02-04 23:00,斯托克,0-1,桑德兰
3277,2012-02-04 23:00,巡游者,1-2,狼队
3278,2012-02-04 23:00,诺维奇,2-0,博尔顿
3279,2012-02-04 21:00,阿森纳,7-1,布莱克本
3280,2012-02-12 23:59,维拉,0-1,曼城
3281,2012-02-12 21:30,狼队,1-5,西布罗姆
3282,2012-02-12 01:30,热刺,5-0,纽卡斯
3283,2012-02-11 23:00,斯旺西,2-3,诺维奇
3284,2012-02-11 23:00,桑德兰,1-2,阿森纳
3285,2012-02-11 23:00,富勒姆,2-1,斯托克
3286,2012-02-11 23:00,埃弗顿,2-0,切尔西
3287,2012-02-11 23:00,博尔顿,1-2,维冈
3288,2012-02-11 23:00,布莱克本,3-2,巡游者
3289,2012-02-11 20:45,曼联,2-1,利物浦
3290,2012-03-14 04:00,利物浦,3-0,埃弗顿
3291,2012-02-26 23:00,斯托克,2-0,斯旺西
3292,2012-02-26 21:30,诺维奇,1-2,曼联
3293,2012-02-26 21:30,阿森纳,5-2,热刺
3294,2012-02-26 01:30,曼城,3-0,布莱克本
3295,2012-02-25 23:00,维冈,0-0,维拉
3296,2012-02-25 23:00,西布罗姆,4-0,桑德兰
3297,2012-02-25 23:00,巡游者,0-1,富勒姆
3298,2012-02-25 23:00,纽卡斯,2-2,狼队
3299,2012-02-25 23:00,切尔西,3-0,博尔顿
3300,2012-03-05 00:10,热刺,1-3,曼联
3301,2012-03-04 22:05,富勒姆,5-0,狼队
3302,2012-03-04 20:00,纽卡斯,1-1,桑德兰
3303,2012-03-03 23:00,维冈,0-2,斯旺西
3304,2012-03-03 23:00,西布罗姆,1-0,切尔西
3305,2012-03-03 23:00,斯托克,1-0,诺维奇
3306,2012-03-03 23:00,巡游者,1-1,埃弗顿
3307,2012-03-03 23:00,曼城,2-0,博尔顿
3308,2012-03-03 23:00,布莱克本,1-1,维拉
3309,2012-03-03 20:45,利物浦,1-2,阿森纳
3310,2012-03-13 04:00,阿森纳,2-1,纽卡斯
3311,2012-03-11 23:59,诺维奇,1-1,维冈
3312,2012-03-11 22:00,斯旺西,1-0,曼城
3313,2012-03-11 22:00,曼联,2-0,西布罗姆
3314,2012-03-11 01:30,埃弗顿,1-0,热刺
3315,2012-03-10 23:00,狼队,0-2,布莱克本
3316,2012-03-10 23:00,桑德兰,1-0,利物浦
3317,2012-03-10 23:00,切尔西,1-0,斯托克
3318,2012-03-10 23:00,维拉,1-0,富勒姆
3319,2012-03-10 20:45,博尔顿,2-1,巡游者
3320,2012-04-25 02:45,维拉,1-2,博尔顿
3321,2012-03-22 04:00,埃弗顿,0-1,阿森纳
3322,2012-03-22 04:00,巡游者,3-2,利物浦
3323,2012-03-22 03:45,曼城,2-1,切尔西
3324,2012-03-22 03:45,热刺,1-1,斯托克
3325,2012-03-21 04:00,布莱克本,2-0,桑德兰
3326,2012-03-18 23:59,纽卡斯,1-0,诺维奇
3327,2012-03-18 21:30,狼队,0-5,曼联
3328,2012-03-17 23:00,维冈,1-1,西布罗姆
3329,2012-03-17 23:00,富勒姆,0-3,斯旺西
3330,2012-03-27 03:00,曼联,1-0,富勒姆
3331,2012-03-25 23:00,西布罗姆,1-3,纽卡斯
3332,2012-03-25 01:30,斯托克,1-1,曼城
3333,2012-03-24 23:00,斯旺西,0-2,埃弗顿
3334,2012-03-24 23:00,桑德兰,3-1,巡游者
3335,2012-03-24 23:00,诺维奇,2-1,狼队
3336,2012-03-24 23:00,利物浦,1-2,维冈
3337,2012-03-24 23:00,博尔顿,2-1,布莱克本
3338,2012-03-24 23:00,阿森纳,3-0,维拉
3339,2012-03-24 20:45,切尔西,0-0,热刺
3340,2012-04-03 03:00,布莱克本,0-2,曼联
3341,2012-04-01 23:00,热刺,3-1,斯旺西
3342,2012-04-01 20:30,纽卡斯,2-0,利物浦
3343,2012-03-31 22:00,狼队,2-3,博尔顿
3344,2012-03-31 22:00,维冈,2-0,斯托克
3345,2012-03-31 22:00,巡游者,2-1,阿森纳
3346,2012-03-31 22:00,曼城,3-3,桑德兰
3347,2012-03-31 22:00,富勒姆,2-1,诺维奇
3348,2012-03-31 22:00,埃弗顿,2-0,西布罗姆
3349,2012-03-31 22:00,维拉,2-4,切尔西
3350,2012-04-08 23:00,阿森纳,1-0,曼城
3351,2012-04-08 20:30,曼联,2-0,巡游者
3352,2012-04-08 00:30,斯托克,2-1,狼队
3353,2012-04-07 22:00,西布罗姆,3-0,布莱克本
3354,2012-04-07 22:00,诺维奇,2-2,埃弗顿
3355,2012-04-07 22:00,利物浦,1-1,维拉
3356,2012-04-07 22:00,切尔西,2-1,维冈
3357,2012-04-07 22:00,博尔顿,0-3,富勒姆
3358,2012-04-07 19:45,桑德兰,0-0,热刺
3359,2012-04-06 23:30,斯旺西,0-2,纽卡斯
3360,2012-04-12 03:00,巡游者,3-0,斯旺西
3361,2012-04-12 02:45,狼队,0-3,阿森纳
3362,2012-04-12 02:45,维冈,1-0,曼联
3363,2012-04-12 02:45,曼城,4-0,西布罗姆
3364,2012-04-11 03:00,布莱克本,2-3,利物浦
3365,2012-04-10 03:00,富勒姆,1-1,切尔西
3366,2012-04-10 00:30,维拉,1-1,斯托克
3367,2012-04-09 22:00,热刺,1-2,诺维奇
3368,2012-04-09 22:00,纽卡斯,2-0,博尔顿
3369,2012-04-09 22:00,埃弗顿,4-0,桑德兰
3370,2012-05-03 03:00,博尔顿,1-4,热刺
3371,2012-05-03 02:45,切尔西,0-2,纽卡斯
3372,2012-05-02 02:45,利物浦,0-1,富勒姆
3373,2012-05-02 02:45,斯托克,1-1,埃弗顿
3374,2012-04-17 03:00,阿森纳,1-2,维冈
3375,2012-04-15 23:00,曼联,4-0,维拉
3376,2012-04-14 22:00,斯旺西,3-0,布莱克本
3377,2012-04-14 22:00,西布罗姆,1-0,巡游者
3378,2012-04-14 22:00,桑德兰,0-0,狼队
3379,2012-04-14 19:45,诺维奇,1-6,曼城
3380,2012-04-22 23:00,狼队,0-2,曼城
3381,2012-04-22 23:00,利物浦,0-1,西布罗姆
3382,2012-04-22 19:30,曼联,4-4,埃弗顿
3383,2012-04-22 00:30,巡游者,1-0,热刺
3384,2012-04-21 22:00,纽卡斯,3-0,斯托克
3385,2012-04-21 22:00,富勒姆,2-1,维冈
3386,2012-04-21 22:00,博尔顿,1-1,斯旺西
3387,2012-04-21 22:00,布莱克本,2-0,诺维奇
3388,2012-04-21 22:00,维拉,0-0,桑德兰
3389,2012-04-21 19:45,阿森纳,0-0,切尔西
3390,2012-05-01 03:00,曼城,1-0,曼联
